Accession ID,Country
EPI_ISL_2614975,Lithuania
EPI_ISL_8720218,Lithuania
EPI_ISL_8179941,Lithuania
EPI_ISL_8179962,Lithuania
EPI_ISL_8675006,Lithuania
EPI_ISL_2615252,Lithuania
EPI_ISL_8348955,Lithuania
EPI_ISL_8702839,Lithuania
EPI_ISL_4448334,Lithuania
EPI_ISL_1252792,Lithuania
EPI_ISL_17247964,Lithuania
EPI_ISL_1579737,Lithuania
EPI_ISL_1252809,Lithuania
EPI_ISL_8720398,Lithuania
EPI_ISL_2340078,Lithuania
EPI_ISL_11826976,Lithuania
EPI_ISL_8348791,Lithuania
EPI_ISL_2334199,Lithuania
EPI_ISL_5846982,Lithuania
EPI_ISL_8793757,Lithuania
EPI_ISL_1579493,Lithuania
EPI_ISL_2615203,Lithuania
EPI_ISL_8675201,Lithuania
EPI_ISL_10851530,Lithuania
EPI_ISL_11827254,Lithuania
EPI_ISL_4448246,Lithuania
EPI_ISL_2509897,Lithuania
EPI_ISL_8793296,Lithuania
EPI_ISL_4879506,Lithuania
EPI_ISL_3341227,Lithuania
EPI_ISL_2095877,Lithuania
EPI_ISL_1302633,Lithuania
EPI_ISL_1661724,Lithuania
EPI_ISL_2428867,Lithuania
EPI_ISL_1579329,Lithuania
EPI_ISL_4137742,Lithuania
EPI_ISL_8180055,Lithuania
EPI_ISL_8696978,Lithuania
EPI_ISL_2509873,Lithuania
EPI_ISL_3711297,Lithuania
EPI_ISL_1398520,Lithuania
EPI_ISL_3711283,Lithuania
EPI_ISL_2428928,Lithuania
EPI_ISL_8720561,Lithuania
EPI_ISL_4448037,Lithuania
EPI_ISL_4030799,Lithuania
EPI_ISL_2339684,Lithuania
EPI_ISL_1661787,Lithuania
EPI_ISL_1585878,Lithuania
EPI_ISL_1580214,Lithuania
EPI_ISL_4137801,Lithuania
EPI_ISL_2334433,Lithuania
EPI_ISL_3340802,Lithuania
EPI_ISL_8720680,Lithuania
EPI_ISL_4448561,Lithuania
EPI_ISL_1384773,Lithuania
EPI_ISL_9418354,Lithuania
EPI_ISL_2427926,Lithuania
EPI_ISL_2428259,Lithuania
EPI_ISL_3060051,Lithuania
EPI_ISL_1580022,Lithuania
EPI_ISL_12607171,Lithuania
EPI_ISL_8349056,Lithuania
EPI_ISL_10745374,Lithuania
EPI_ISL_2428925,Lithuania
EPI_ISL_2428234,Lithuania
EPI_ISL_9122353,Lithuania
EPI_ISL_11484084,Lithuania
EPI_ISL_12065881,Lithuania
EPI_ISL_1581601,Lithuania
EPI_ISL_3464483,Lithuania
EPI_ISL_3711276,Lithuania
EPI_ISL_1657292,Lithuania
EPI_ISL_8010620,Lithuania
EPI_ISL_10316012,Lithuania
EPI_ISL_1398411,Lithuania
EPI_ISL_2428120,Lithuania
EPI_ISL_1315263,Lithuania
EPI_ISL_1756841,Lithuania
EPI_ISL_2615103,Lithuania
EPI_ISL_2339755,Lithuania
EPI_ISL_8348958,Lithuania
EPI_ISL_3189991,Lithuania
EPI_ISL_1657291,Lithuania
EPI_ISL_6601799,Lithuania
EPI_ISL_2615260,Lithuania
EPI_ISL_1960531,Lithuania
EPI_ISL_10745638,Lithuania
EPI_ISL_1498114,Lithuania
EPI_ISL_5432091,Lithuania
EPI_ISL_2339564,Lithuania
EPI_ISL_8793535,Lithuania
EPI_ISL_5847021,Lithuania
EPI_ISL_8349034,Lithuania
EPI_ISL_2694363,Lithuania
EPI_ISL_8793590,Lithuania
EPI_ISL_12065744,Lithuania
EPI_ISL_2614878,Lithuania
EPI_ISL_1756977,Lithuania
EPI_ISL_1252754,Lithuania
EPI_ISL_4879543,Lithuania
EPI_ISL_11066823,Lithuania
EPI_ISL_8180026,Lithuania
EPI_ISL_1510190,Lithuania
EPI_ISL_8348703,Lithuania
EPI_ISL_8675159,Lithuania
EPI_ISL_8675174,Lithuania
EPI_ISL_8475971,Lithuania
EPI_ISL_2694134,Lithuania
EPI_ISL_8720274,Lithuania
EPI_ISL_1661611,Lithuania
EPI_ISL_1910083,Lithuania
EPI_ISL_12538190,Lithuania
EPI_ISL_2136831,Lithuania
EPI_ISL_1969118,Lithuania
EPI_ISL_1628469,Lithuania
EPI_ISL_6943920,Lithuania
EPI_ISL_4269852,Lithuania
EPI_ISL_8348801,Lithuania
EPI_ISL_8720225,Lithuania
EPI_ISL_1580203,Lithuania
EPI_ISL_10497473,Lithuania
EPI_ISL_1910196,Lithuania
EPI_ISL_2878127,Lithuania
EPI_ISL_2510825,Lithuania
EPI_ISL_3710815,Lithuania
EPI_ISL_3189957,Lithuania
EPI_ISL_3189973,Lithuania
EPI_ISL_11484203,Lithuania
EPI_ISL_2625905,Lithuania
EPI_ISL_1580051,Lithuania
EPI_ISL_1661597,Lithuania
EPI_ISL_2428327,Lithuania
EPI_ISL_9122248,Lithuania
EPI_ISL_8180068,Lithuania
EPI_ISL_2427970,Lithuania
EPI_ISL_2694518,Lithuania
EPI_ISL_2334168,Lithuania
EPI_ISL_12475376,Lithuania
EPI_ISL_2428221,Lithuania
EPI_ISL_3464430,Lithuania
EPI_ISL_4477411,Lithuania
EPI_ISL_2428812,Lithuania
EPI_ISL_904939,Lithuania
EPI_ISL_3340072,Lithuania
EPI_ISL_3340987,Lithuania
EPI_ISL_4256467,Lithuania
EPI_ISL_2339765,Lithuania
EPI_ISL_12065704,Lithuania
EPI_ISL_12539376,Lithuania
EPI_ISL_3340750,Lithuania
EPI_ISL_7452346,Lithuania
EPI_ISL_4951637,Lithuania
EPI_ISL_12862483,Lithuania
EPI_ISL_8134326,Lithuania
EPI_ISL_2509650,Lithuania
EPI_ISL_2615064,Lithuania
EPI_ISL_636891,Lithuania
EPI_ISL_2509563,Lithuania
EPI_ISL_1579444,Lithuania
EPI_ISL_2334767,Lithuania
EPI_ISL_3864180,Lithuania
EPI_ISL_8476059,Lithuania
EPI_ISL_8720275,Lithuania
EPI_ISL_4478592,Lithuania
EPI_ISL_4137726,Lithuania
EPI_ISL_2138835,Lithuania
EPI_ISL_8676113,Lithuania
EPI_ISL_1654781,Lithuania
EPI_ISL_8793439,Lithuania
EPI_ISL_2428144,Lithuania
EPI_ISL_8675365,Lithuania
EPI_ISL_4137592,Lithuania
EPI_ISL_2428575,Lithuania
EPI_ISL_8180098,Lithuania
EPI_ISL_12179337,Lithuania
EPI_ISL_8720260,Lithuania
EPI_ISL_9611500,Lithuania
EPI_ISL_2644796,Lithuania
EPI_ISL_8010399,Lithuania
EPI_ISL_9418301,Lithuania
EPI_ISL_4478036,Lithuania
EPI_ISL_3711423,Lithuania
EPI_ISL_1579865,Lithuania
EPI_ISL_1910166,Lithuania
EPI_ISL_3341041,Lithuania
EPI_ISL_2614980,Lithuania
EPI_ISL_4478420,Lithuania
EPI_ISL_10991412,Lithuania
EPI_ISL_8793524,Lithuania
EPI_ISL_2509855,Lithuania
EPI_ISL_1756705,Lithuania
EPI_ISL_2878104,Lithuania
EPI_ISL_8792897,Lithuania
EPI_ISL_3710886,Lithuania
EPI_ISL_2615077,Lithuania
EPI_ISL_8720251,Lithuania
EPI_ISL_8180224,Lithuania
EPI_ISL_11826970,Lithuania
EPI_ISL_8675144,Lithuania
EPI_ISL_4137711,Lithuania
EPI_ISL_12475377,Lithuania
EPI_ISL_2136829,Lithuania
EPI_ISL_3060174,Lithuania
EPI_ISL_4137769,Lithuania
EPI_ISL_3060137,Lithuania
EPI_ISL_1302453,Lithuania
EPI_ISL_11066965,Lithuania
EPI_ISL_6601847,Lithuania
EPI_ISL_8348931,Lithuania
EPI_ISL_5390743,Lithuania
EPI_ISL_8179976,Lithuania
EPI_ISL_4878375,Lithuania
EPI_ISL_7452366,Lithuania
EPI_ISL_11225033,Lithuania
EPI_ISL_8349022,Lithuania
EPI_ISL_1540679,Lithuania
EPI_ISL_3340983,Lithuania
EPI_ISL_16344724,Lithuania
EPI_ISL_1302554,Lithuania
EPI_ISL_3710661,Lithuania
EPI_ISL_8348939,Lithuania
EPI_ISL_1398476,Lithuania
EPI_ISL_8674988,Lithuania
EPI_ISL_8720584,Lithuania
EPI_ISL_2614819,Lithuania
EPI_ISL_4478456,Lithuania
EPI_ISL_3060010,Lithuania
EPI_ISL_4448540,Lithuania
EPI_ISL_2339556,Lithuania
EPI_ISL_1911458,Lithuania
EPI_ISL_1398552,Lithuania
EPI_ISL_8720413,Lithuania
EPI_ISL_9121917,Lithuania
EPI_ISL_11826964,Lithuania
EPI_ISL_1657234,Lithuania
EPI_ISL_1510134,Lithuania
EPI_ISL_1302502,Lithuania
EPI_ISL_2510727,Lithuania
EPI_ISL_6940780,Lithuania
EPI_ISL_2428931,Lithuania
EPI_ISL_9616379,Lithuania
EPI_ISL_4425442,Lithuania
EPI_ISL_2136810,Lithuania
EPI_ISL_1756823,Lithuania
EPI_ISL_541853,Lithuania
EPI_ISL_2428756,Lithuania
EPI_ISL_1656850,Lithuania
EPI_ISL_1659528,Lithuania
EPI_ISL_8251570,Lithuania
EPI_ISL_1654802,Lithuania
EPI_ISL_2334476,Lithuania
EPI_ISL_2694311,Lithuania
EPI_ISL_5304949,Lithuania
EPI_ISL_2614840,Lithuania
EPI_ISL_4256535,Lithuania
EPI_ISL_4477179,Lithuania
EPI_ISL_8010402,Lithuania
EPI_ISL_1654669,Lithuania
EPI_ISL_1579962,Lithuania
EPI_ISL_1657303,Lithuania
EPI_ISL_4478238,Lithuania
EPI_ISL_8675970,Lithuania
EPI_ISL_3862954,Lithuania
EPI_ISL_1315299,Lithuania
EPI_ISL_2615109,Lithuania
EPI_ISL_1510235,Lithuania
EPI_ISL_8180038,Lithuania
EPI_ISL_1394792,Lithuania
EPI_ISL_1384732,Lithuania
EPI_ISL_1302571,Lithuania
EPI_ISL_1585827,Lithuania
EPI_ISL_5536858,Lithuania
EPI_ISL_8010539,Lithuania
EPI_ISL_1585743,Lithuania
EPI_ISL_4478342,Lithuania
EPI_ISL_8675701,Lithuania
EPI_ISL_10745621,Lithuania
EPI_ISL_8675645,Lithuania
EPI_ISL_2334160,Lithuania
EPI_ISL_1657011,Lithuania
EPI_ISL_1510142,Lithuania
EPI_ISL_2428483,Lithuania
EPI_ISL_1510132,Lithuania
EPI_ISL_1654998,Lithuania
EPI_ISL_1579854,Lithuania
EPI_ISL_8476025,Lithuania
EPI_ISL_3863907,Lithuania
EPI_ISL_8010356,Lithuania
EPI_ISL_541859,Lithuania
EPI_ISL_1324464,Lithuania
EPI_ISL_2509832,Lithuania
EPI_ISL_4448242,Lithuania
EPI_ISL_1654965,Lithuania
EPI_ISL_8793194,Lithuania
EPI_ISL_1510177,Lithuania
EPI_ISL_3341211,Lithuania
EPI_ISL_10745531,Lithuania
EPI_ISL_1580036,Lithuania
EPI_ISL_11484157,Lithuania
EPI_ISL_2428145,Lithuania
EPI_ISL_2510733,Lithuania
EPI_ISL_2644804,Lithuania
EPI_ISL_541865,Lithuania
EPI_ISL_1579387,Lithuania
EPI_ISL_1579588,Lithuania
EPI_ISL_8348807,Lithuania
EPI_ISL_8348967,Lithuania
EPI_ISL_2694131,Lithuania
EPI_ISL_4879405,Lithuania
EPI_ISL_3060122,Lithuania
EPI_ISL_6940931,Lithuania
EPI_ISL_2428761,Lithuania
EPI_ISL_8349096,Lithuania
EPI_ISL_1908604,Lithuania
EPI_ISL_2428506,Lithuania
EPI_ISL_8793031,Lithuania
EPI_ISL_4447842,Lithuania
EPI_ISL_6602252,Lithuania
EPI_ISL_9122397,Lithuania
EPI_ISL_1756762,Lithuania
EPI_ISL_8675481,Lithuania
EPI_ISL_12179309,Lithuania
EPI_ISL_6601948,Lithuania
EPI_ISL_4880023,Lithuania
EPI_ISL_1398529,Lithuania
EPI_ISL_3858334,Lithuania
EPI_ISL_6601740,Lithuania
EPI_ISL_4879872,Lithuania
EPI_ISL_1908569,Lithuania
EPI_ISL_12771612,Lithuania
EPI_ISL_8180014,Lithuania
EPI_ISL_8010392,Lithuania
EPI_ISL_2082385,Lithuania
EPI_ISL_9611493,Lithuania
EPI_ISL_1579709,Lithuania
EPI_ISL_6601839,Lithuania
EPI_ISL_2878112,Lithuania
EPI_ISL_1324641,Lithuania
EPI_ISL_1909941,Lithuania
EPI_ISL_8675943,Lithuania
EPI_ISL_11827179,Lithuania
EPI_ISL_3710789,Lithuania
EPI_ISL_3710798,Lithuania
EPI_ISL_9121925,Lithuania
EPI_ISL_12440001,Lithuania
EPI_ISL_4448464,Lithuania
EPI_ISL_12771638,Lithuania
EPI_ISL_8348950,Lithuania
EPI_ISL_3341153,Lithuania
EPI_ISL_2694438,Lithuania
EPI_ISL_1398534,Lithuania
EPI_ISL_3189984,Lithuania
EPI_ISL_8675529,Lithuania
EPI_ISL_4951638,Lithuania
EPI_ISL_1661767,Lithuania
EPI_ISL_5304639,Lithuania
EPI_ISL_4478081,Lithuania
EPI_ISL_2226615,Lithuania
EPI_ISL_2334779,Lithuania
EPI_ISL_4477924,Lithuania
EPI_ISL_934156,Lithuania
EPI_ISL_10314457,Lithuania
EPI_ISL_8696944,Lithuania
EPI_ISL_8476002,Lithuania
EPI_ISL_1220887,Lithuania
EPI_ISL_2694349,Lithuania
EPI_ISL_7661893,Lithuania
EPI_ISL_10851224,Lithuania
EPI_ISL_4879505,Lithuania
EPI_ISL_8348800,Lithuania
EPI_ISL_8793026,Lithuania
EPI_ISL_11066859,Lithuania
EPI_ISL_5103590,Lithuania
EPI_ISL_1585863,Lithuania
EPI_ISL_2614786,Lithuania
EPI_ISL_3464457,Lithuania
EPI_ISL_3862948,Lithuania
EPI_ISL_2334377,Lithuania
EPI_ISL_8793244,Lithuania
EPI_ISL_1960347,Lithuania
EPI_ISL_3710910,Lithuania
EPI_ISL_1909870,Lithuania
EPI_ISL_3711493,Lithuania
EPI_ISL_2878073,Lithuania
EPI_ISL_2509437,Lithuania
EPI_ISL_4879507,Lithuania
EPI_ISL_8010275,Lithuania
EPI_ISL_8180067,Lithuania
EPI_ISL_1540695,Lithuania
EPI_ISL_4256567,Lithuania
EPI_ISL_1657300,Lithuania
EPI_ISL_1302608,Lithuania
EPI_ISL_2334657,Lithuania
EPI_ISL_3711146,Lithuania
EPI_ISL_4269942,Lithuania
EPI_ISL_2614949,Lithuania
EPI_ISL_4448185,Lithuania
EPI_ISL_2082237,Lithuania
EPI_ISL_8010503,Lithuania
EPI_ISL_2694373,Lithuania
EPI_ISL_8675929,Lithuania
EPI_ISL_4137886,Lithuania
EPI_ISL_8349140,Lithuania
EPI_ISL_8180065,Lithuania
EPI_ISL_4880028,Lithuania
EPI_ISL_8180021,Lithuania
EPI_ISL_1324723,Lithuania
EPI_ISL_11066729,Lithuania
EPI_ISL_8348680,Lithuania
EPI_ISL_1960364,Lithuania
EPI_ISL_8720407,Lithuania
EPI_ISL_2137826,Lithuania
EPI_ISL_2339698,Lithuania
EPI_ISL_2339529,Lithuania
EPI_ISL_2136800,Lithuania
EPI_ISL_4447998,Lithuania
EPI_ISL_4478305,Lithuania
EPI_ISL_4951411,Lithuania
EPI_ISL_8793505,Lithuania
EPI_ISL_2428951,Lithuania
EPI_ISL_6940833,Lithuania
EPI_ISL_9122221,Lithuania
EPI_ISL_8675983,Lithuania
EPI_ISL_1911727,Lithuania
EPI_ISL_1659535,Lithuania
EPI_ISL_2334722,Lithuania
EPI_ISL_8720340,Lithuania
EPI_ISL_2615142,Lithuania
EPI_ISL_1756672,Lithuania
EPI_ISL_1262623,Lithuania
EPI_ISL_8675704,Lithuania
EPI_ISL_3710916,Lithuania
EPI_ISL_4137855,Lithuania
EPI_ISL_2509607,Lithuania
EPI_ISL_12771484,Lithuania
EPI_ISL_1758182,Lithuania
EPI_ISL_9122407,Lithuania
EPI_ISL_1657167,Lithuania
EPI_ISL_3341280,Lithuania
EPI_ISL_4477720,Lithuania
EPI_ISL_4951643,Lithuania
EPI_ISL_2082329,Lithuania
EPI_ISL_3060087,Lithuania
EPI_ISL_10851427,Lithuania
EPI_ISL_2427955,Lithuania
EPI_ISL_3341068,Lithuania
EPI_ISL_2509506,Lithuania
EPI_ISL_8720353,Lithuania
EPI_ISL_2427781,Lithuania
EPI_ISL_1911851,Lithuania
EPI_ISL_4448621,Lithuania
EPI_ISL_603105,Lithuania
EPI_ISL_1252819,Lithuania
EPI_ISL_12771556,Lithuania
EPI_ISL_1908559,Lithuania
EPI_ISL_7132039,Lithuania
EPI_ISL_5939290,Lithuania
EPI_ISL_12771708,Lithuania
EPI_ISL_1908625,Lithuania
EPI_ISL_8010482,Lithuania
EPI_ISL_8348670,Lithuania
EPI_ISL_8675887,Lithuania
EPI_ISL_1579366,Lithuania
EPI_ISL_2495863,Lithuania
EPI_ISL_2885921,Lithuania
EPI_ISL_10316291,Lithuania
EPI_ISL_1324657,Lithuania
EPI_ISL_10745353,Lithuania
EPI_ISL_1220891,Lithuania
EPI_ISL_2694196,Lithuania
EPI_ISL_4478215,Lithuania
EPI_ISL_12862435,Lithuania
EPI_ISL_3464941,Lithuania
EPI_ISL_6940859,Lithuania
EPI_ISL_6601751,Lithuania
EPI_ISL_10316169,Lithuania
EPI_ISL_1324396,Lithuania
EPI_ISL_7132029,Lithuania
EPI_ISL_2095871,Lithuania
EPI_ISL_2644781,Lithuania
EPI_ISL_3859630,Lithuania
EPI_ISL_6601733,Lithuania
EPI_ISL_9122440,Lithuania
EPI_ISL_8348754,Lithuania
EPI_ISL_1398484,Lithuania
EPI_ISL_1579403,Lithuania
EPI_ISL_2428492,Lithuania
EPI_ISL_5103571,Lithuania
EPI_ISL_8720223,Lithuania
EPI_ISL_10851350,Lithuania
EPI_ISL_1909838,Lithuania
EPI_ISL_4447618,Lithuania
EPI_ISL_10851451,Lithuania
EPI_ISL_3711273,Lithuania
EPI_ISL_2428926,Lithuania
EPI_ISL_8180056,Lithuania
EPI_ISL_1960606,Lithuania
EPI_ISL_1252746,Lithuania
EPI_ISL_3710764,Lithuania
EPI_ISL_1657186,Lithuania
EPI_ISL_9122375,Lithuania
EPI_ISL_1384701,Lithuania
EPI_ISL_8180166,Lithuania
EPI_ISL_2694231,Lithuania
EPI_ISL_1910245,Lithuania
EPI_ISL_1657368,Lithuania
EPI_ISL_1314228,Lithuania
EPI_ISL_1579309,Lithuania
EPI_ISL_4137756,Lithuania
EPI_ISL_2615102,Lithuania
EPI_ISL_2614846,Lithuania
EPI_ISL_12862421,Lithuania
EPI_ISL_2509697,Lithuania
EPI_ISL_3864322,Lithuania
EPI_ISL_8793581,Lithuania
EPI_ISL_2082459,Lithuania
EPI_ISL_1498097,Lithuania
EPI_ISL_1909916,Lithuania
EPI_ISL_2428629,Lithuania
EPI_ISL_9611473,Lithuania
EPI_ISL_5432143,Lithuania
EPI_ISL_2427861,Lithuania
EPI_ISL_1384765,Lithuania
EPI_ISL_4880035,Lithuania
EPI_ISL_8675276,Lithuania
EPI_ISL_4478040,Lithuania
EPI_ISL_4879420,Lithuania
EPI_ISL_6940982,Lithuania
EPI_ISL_7452296,Lithuania
EPI_ISL_3863441,Lithuania
EPI_ISL_12475375,Lithuania
EPI_ISL_3060186,Lithuania
EPI_ISL_2082123,Lithuania
EPI_ISL_11484127,Lithuania
EPI_ISL_1252761,Lithuania
EPI_ISL_1661775,Lithuania
EPI_ISL_1585714,Lithuania
EPI_ISL_2509845,Lithuania
EPI_ISL_3711306,Lithuania
EPI_ISL_10851175,Lithuania
EPI_ISL_1909841,Lithuania
EPI_ISL_2334349,Lithuania
EPI_ISL_2095843,Lithuania
EPI_ISL_4879522,Lithuania
EPI_ISL_3863114,Lithuania
EPI_ISL_4879529,Lithuania
EPI_ISL_8720674,Lithuania
EPI_ISL_2082330,Lithuania
EPI_ISL_11484107,Lithuania
EPI_ISL_2082045,Lithuania
EPI_ISL_1661756,Lithuania
EPI_ISL_3710882,Lithuania
EPI_ISL_4425677,Lithuania
EPI_ISL_2082303,Lithuania
EPI_ISL_1398525,Lithuania
EPI_ISL_2428705,Lithuania
EPI_ISL_8180075,Lithuania
EPI_ISL_2694356,Lithuania
EPI_ISL_8793474,Lithuania
EPI_ISL_1756920,Lithuania
EPI_ISL_10745467,Lithuania
EPI_ISL_5304926,Lithuania
EPI_ISL_3060148,Lithuania
EPI_ISL_12252973,Lithuania
EPI_ISL_6940866,Lithuania
EPI_ISL_3341127,Lithuania
EPI_ISL_1384738,Lithuania
EPI_ISL_1581413,Lithuania
EPI_ISL_904944,Lithuania
EPI_ISL_2615007,Lithuania
EPI_ISL_8793662,Lithuania
EPI_ISL_1910380,Lithuania
EPI_ISL_1911886,Lithuania
EPI_ISL_3340889,Lithuania
EPI_ISL_4269907,Lithuania
EPI_ISL_4879501,Lithuania
EPI_ISL_2495885,Lithuania
EPI_ISL_8720428,Lithuania
EPI_ISL_2082203,Lithuania
EPI_ISL_4137748,Lithuania
EPI_ISL_8792912,Lithuania
EPI_ISL_1911742,Lithuania
EPI_ISL_8793458,Lithuania
EPI_ISL_2428309,Lithuania
EPI_ISL_3340059,Lithuania
EPI_ISL_1579626,Lithuania
EPI_ISL_8349129,Lithuania
EPI_ISL_2885940,Lithuania
EPI_ISL_6602290,Lithuania
EPI_ISL_2095958,Lithuania
EPI_ISL_2615053,Lithuania
EPI_ISL_2427944,Lithuania
EPI_ISL_8475983,Lithuania
EPI_ISL_8676007,Lithuania
EPI_ISL_11484062,Lithuania
EPI_ISL_4137604,Lithuania
EPI_ISL_1661820,Lithuania
EPI_ISL_8675412,Lithuania
EPI_ISL_1252727,Lithuania
EPI_ISL_1659513,Lithuania
EPI_ISL_2509739,Lithuania
EPI_ISL_2644806,Lithuania
EPI_ISL_2082136,Lithuania
EPI_ISL_3710676,Lithuania
EPI_ISL_1585715,Lithuania
EPI_ISL_2615044,Lithuania
EPI_ISL_1579747,Lithuania
EPI_ISL_6431281,Lithuania
EPI_ISL_9121937,Lithuania
EPI_ISL_4137891,Lithuania
EPI_ISL_8349081,Lithuania
EPI_ISL_2428133,Lithuania
EPI_ISL_1910150,Lithuania
EPI_ISL_1579598,Lithuania
EPI_ISL_8349040,Lithuania
EPI_ISL_1960411,Lithuania
EPI_ISL_2428261,Lithuania
EPI_ISL_1960229,Lithuania
EPI_ISL_2644814,Lithuania
EPI_ISL_3464931,Lithuania
EPI_ISL_8675363,Lithuania
EPI_ISL_2082105,Lithuania
EPI_ISL_1398481,Lithuania
EPI_ISL_5881231,Lithuania
EPI_ISL_3464429,Lithuania
EPI_ISL_1579287,Lithuania
EPI_ISL_4477582,Lithuania
EPI_ISL_1756788,Lithuania
EPI_ISL_1911606,Lithuania
EPI_ISL_11827212,Lithuania
EPI_ISL_12439993,Lithuania
EPI_ISL_2509633,Lithuania
EPI_ISL_2509431,Lithuania
EPI_ISL_1908628,Lithuania
EPI_ISL_6940897,Lithuania
EPI_ISL_2082451,Lithuania
EPI_ISL_5942203,Lithuania
EPI_ISL_1657306,Lithuania
EPI_ISL_2509705,Lithuania
EPI_ISL_4478385,Lithuania
EPI_ISL_4879671,Lithuania
EPI_ISL_4879718,Lithuania
EPI_ISL_1654930,Lithuania
EPI_ISL_1581648,Lithuania
EPI_ISL_1510545,Lithuania
EPI_ISL_1394785,Lithuania
EPI_ISL_8349014,Lithuania
EPI_ISL_2334872,Lithuania
EPI_ISL_3863028,Lithuania
EPI_ISL_4137929,Lithuania
EPI_ISL_2694240,Lithuania
EPI_ISL_6601705,Lithuania
EPI_ISL_5304939,Lithuania
EPI_ISL_2428840,Lithuania
EPI_ISL_8793607,Lithuania
EPI_ISL_1262615,Lithuania
EPI_ISL_8675721,Lithuania
EPI_ISL_2082235,Lithuania
EPI_ISL_1252829,Lithuania
EPI_ISL_8720222,Lithuania
EPI_ISL_2509751,Lithuania
EPI_ISL_12065902,Lithuania
EPI_ISL_1579718,Lithuania
EPI_ISL_1657363,Lithuania
EPI_ISL_1498115,Lithuania
EPI_ISL_1302579,Lithuania
EPI_ISL_3710778,Lithuania
EPI_ISL_8348979,Lithuania
EPI_ISL_9122315,Lithuania
EPI_ISL_3863522,Lithuania
EPI_ISL_2334921,Lithuania
EPI_ISL_3710847,Lithuania
EPI_ISL_1324659,Lithuania
EPI_ISL_2614843,Lithuania
EPI_ISL_3710700,Lithuania
EPI_ISL_6134408,Lithuania
EPI_ISL_1324448,Lithuania
EPI_ISL_6940844,Lithuania
EPI_ISL_4879754,Lithuania
EPI_ISL_3464821,Lithuania
EPI_ISL_1911553,Lithuania
EPI_ISL_1911656,Lithuania
EPI_ISL_1656852,Lithuania
EPI_ISL_2339749,Lithuania
EPI_ISL_1908634,Lithuania
EPI_ISL_8180235,Lithuania
EPI_ISL_1510151,Lithuania
EPI_ISL_2427996,Lithuania
EPI_ISL_2334406,Lithuania
EPI_ISL_8349142,Lithuania
EPI_ISL_2615089,Lithuania
EPI_ISL_1654754,Lithuania
EPI_ISL_2428652,Lithuania
EPI_ISL_4137893,Lithuania
EPI_ISL_2428822,Lithuania
EPI_ISL_8348773,Lithuania
EPI_ISL_6940791,Lithuania
EPI_ISL_11066614,Lithuania
EPI_ISL_2428767,Lithuania
EPI_ISL_8180027,Lithuania
EPI_ISL_2615110,Lithuania
EPI_ISL_2615254,Lithuania
EPI_ISL_3481465,Lithuania
EPI_ISL_2427835,Lithuania
EPI_ISL_2428353,Lithuania
EPI_ISL_3189963,Lithuania
EPI_ISL_2095866,Lithuania
EPI_ISL_2428458,Lithuania
EPI_ISL_7316769,Lithuania
EPI_ISL_2082176,Lithuania
EPI_ISL_1960349,Lithuania
EPI_ISL_8675538,Lithuania
EPI_ISL_2615108,Lithuania
EPI_ISL_3340141,Lithuania
EPI_ISL_1579522,Lithuania
EPI_ISL_12179324,Lithuania
EPI_ISL_4951456,Lithuania
EPI_ISL_8793498,Lithuania
EPI_ISL_1911480,Lithuania
EPI_ISL_1661700,Lithuania
EPI_ISL_10316185,Lithuania
EPI_ISL_2428178,Lithuania
EPI_ISL_8793691,Lithuania
EPI_ISL_3710797,Lithuania
EPI_ISL_1302566,Lithuania
EPI_ISL_4951604,Lithuania
EPI_ISL_2694470,Lithuania
EPI_ISL_2613647,Lithuania
EPI_ISL_2509566,Lithuania
EPI_ISL_8696968,Lithuania
EPI_ISL_3863445,Lithuania
EPI_ISL_12179385,Lithuania
EPI_ISL_3060096,Lithuania
EPI_ISL_1580183,Lithuania
EPI_ISL_1911446,Lithuania
EPI_ISL_5304920,Lithuania
EPI_ISL_3710824,Lithuania
EPI_ISL_2136808,Lithuania
EPI_ISL_2095968,Lithuania
EPI_ISL_2510741,Lithuania
EPI_ISL_1581436,Lithuania
EPI_ISL_1580106,Lithuania
EPI_ISL_1302635,Lithuania
EPI_ISL_4137950,Lithuania
EPI_ISL_1580040,Lithuania
EPI_ISL_4447948,Lithuania
EPI_ISL_8180193,Lithuania
EPI_ISL_2334651,Lithuania
EPI_ISL_4879741,Lithuania
EPI_ISL_2495879,Lithuania
EPI_ISL_1910011,Lithuania
EPI_ISL_4880056,Lithuania
EPI_ISL_3060066,Lithuania
EPI_ISL_9418310,Lithuania
EPI_ISL_2334708,Lithuania
EPI_ISL_2427870,Lithuania
EPI_ISL_2334137,Lithuania
EPI_ISL_1911561,Lithuania
EPI_ISL_12065784,Lithuania
EPI_ISL_1908648,Lithuania
EPI_ISL_3481508,Lithuania
EPI_ISL_1398448,Lithuania
EPI_ISL_3863000,Lithuania
EPI_ISL_1908675,Lithuania
EPI_ISL_2495821,Lithuania
EPI_ISL_8010451,Lithuania
EPI_ISL_1656957,Lithuania
EPI_ISL_2137831,Lithuania
EPI_ISL_6940838,Lithuania
EPI_ISL_4448559,Lithuania
EPI_ISL_8675122,Lithuania
EPI_ISL_1911843,Lithuania
EPI_ISL_5937731,Lithuania
EPI_ISL_8675268,Lithuania
EPI_ISL_2428159,Lithuania
EPI_ISL_5432084,Lithuania
